folder,dta,pos,variable,label,col_type
34y,bcs_2004_followup.dta,2010,b7vcdt77,Whether year when GNVQ qualification awarded is known - 02,dbl+lbl
34y,bcs_2004_followup.dta,2011,b7vya77,Year when GNVQ qualification awarded - 02,dbl+lbl
34y,bcs_2004_followup.dta,2012,b7vlc77,Place where GNVQ qualification obtained - 02,dbl+lbl
34y,bcs_2004_followup.dta,2013,b7vfp77,GNVQ qualification done full-time or part-time - 02,dbl+lbl
34y,bcs_2004_followup.dta,2014,b7xva78,(Qual) GNVQ qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,2015,b7gnvl3,Level of GNVQ qualification obtained - 03,dbl+lbl
34y,bcs_2004_followup.dta,2016,b7vcdt78,Whether year when GNVQ qualification awarded is known - 03,dbl+lbl
34y,bcs_2004_followup.dta,2017,b7vya78,Year when GNVQ qualification awarded - 03,dbl+lbl
34y,bcs_2004_followup.dta,2018,b7vlc78,Place where GNVQ qualification obtained - 03,dbl+lbl
34y,bcs_2004_followup.dta,2019,b7vfp78,GNVQ qualification done full-time or part-time - 03,dbl+lbl
34y,bcs_2004_followup.dta,2020,b7voconc,Number of ONC/OND qualifications obtained,dbl+lbl
34y,bcs_2004_followup.dta,2021,b7xva91,(Qual) ONC/OND qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,2022,b7xvb91,(Qual) ONC/OND qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,2023,b7onll,Level of ONC/OND qualification obtained - 01,dbl+lbl
34y,bcs_2004_followup.dta,2024,b7vcdt91,Whether year when ONC/OND qualification awarded is known - 01,dbl+lbl
34y,bcs_2004_followup.dta,2025,b7vya91,Year when ONC/OND qualification awarded - 01,dbl+lbl
34y,bcs_2004_followup.dta,2026,b7vlc91,Place where ONC/OND qualification obtained - 01,dbl+lbl
34y,bcs_2004_followup.dta,2027,b7vfp91,ONC/OND qualification done full-time or part-time - 01,dbl+lbl
34y,bcs_2004_followup.dta,2028,b7xva92,(Qual) ONC/OND qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,2029,b7onll2,Level of ONC/OND qualification obtained - 02,dbl+lbl
34y,bcs_2004_followup.dta,2030,b7vcdt92,Whether year when ONC/OND qualification awarded is known - 02,dbl+lbl
34y,bcs_2004_followup.dta,2031,b7vya92,Year when ONC/OND qualification awarded - 02,dbl+lbl
34y,bcs_2004_followup.dta,2032,b7vlc92,Place where ONC/OND qualification obtained - 02,dbl+lbl
34y,bcs_2004_followup.dta,2033,b7vfp92,ONC/OND qualification done full-time or part-time - 02,dbl+lbl
34y,bcs_2004_followup.dta,2034,b7xva93,(Qual) ONC/OND qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,2035,b7onll3,Level of ONC/OND qualification obtained - 03,dbl+lbl
34y,bcs_2004_followup.dta,2036,b7vcdt93,Whether year when ONC/OND qualification awarded is known - 03,dbl+lbl
34y,bcs_2004_followup.dta,2037,b7vya93,Year when ONC/OND qualification awarded - 03,dbl+lbl
34y,bcs_2004_followup.dta,2038,b7vlc93,Place where ONC/OND qualification obtained - 03,dbl+lbl
34y,bcs_2004_followup.dta,2039,b7vfp93,ONC/OND qualification done full-time or part-time - 03,dbl+lbl
34y,bcs_2004_followup.dta,2040,b7xva94,(Qual) ONC/OND qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,2041,b7onll4,Level of ONC/OND qualification obtained - 04,dbl+lbl
34y,bcs_2004_followup.dta,2042,b7vcdt94,Whether year when ONC/OND qualification awarded is known - 04,dbl+lbl
34y,bcs_2004_followup.dta,2043,b7vya94,Year when ONC/OND qualification awarded - 04,dbl+lbl
34y,bcs_2004_followup.dta,2044,b7vlc94,Place where ONC/OND qualification obtained - 04,dbl+lbl
34y,bcs_2004_followup.dta,2045,b7vfp94,ONC/OND qualification done full-time or part-time - 04,dbl+lbl
34y,bcs_2004_followup.dta,2046,b7xva95,(Qual) ONC/OND qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,2047,b7onll5,Level of ONC/OND qualification obtained - 05,dbl+lbl
34y,bcs_2004_followup.dta,2048,b7vcdt95,Whether year when ONC/OND qualification awarded is known - 05,dbl+lbl
34y,bcs_2004_followup.dta,2049,b7vya95,Year when ONC/OND qualification awarded - 05,dbl+lbl
34y,bcs_2004_followup.dta,2050,b7vlc95,Place where ONC/OND qualification obtained - 05,dbl+lbl
34y,bcs_2004_followup.dta,2051,b7vfp95,ONC/OND qualification done full-time or part-time - 05,dbl+lbl
34y,bcs_2004_followup.dta,2052,b7xva96,(Qual) ONC/OND qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,2053,b7onll6,Level of ONC/OND qualification obtained - 06,dbl+lbl
34y,bcs_2004_followup.dta,2054,b7vcdt96,Whether year when ONC/OND qualification awarded is known - 06,dbl+lbl
34y,bcs_2004_followup.dta,2055,b7vya96,Year when ONC/OND qualification awarded - 06,dbl+lbl
34y,bcs_2004_followup.dta,2056,b7vlc96,Place where ONC/OND qualification obtained - 06,dbl+lbl
34y,bcs_2004_followup.dta,2057,b7vfp96,ONC/OND qualification done full-time or part-time - 06,dbl+lbl
34y,bcs_2004_followup.dta,2058,b7vochnc,Number of HNC/HND qualifications obtained,dbl+lbl
34y,bcs_2004_followup.dta,2059,b7xva106,(Qual) HNC/HND qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,2060,b7xvb106,(Qual) HNC/HND qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,2061,b7hll,Level of HNC/HND qualification obtained - 01,dbl+lbl
34y,bcs_2004_followup.dta,2062,b7voc106,Whether year when HNC/HND qualification awarded is known - 01,dbl+lbl
34y,bcs_2004_followup.dta,2063,b7vy106,Year when HNC/HND qualification awarded - 01,dbl+lbl
34y,bcs_2004_followup.dta,2064,b7vl106,Place where HNC/HND qualification obtained - 01,dbl+lbl
34y,bcs_2004_followup.dta,2065,b7vf106,HNC/HND qualification done full-time or part-time - 01,dbl+lbl
34y,bcs_2004_followup.dta,2066,b7xva107,(Qual) HNC/HND qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,2067,b7xvb107,(Qual) HNC/HND qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,2068,b7hll2,Level of HNC/HND qualification obtained - 02,dbl+lbl
34y,bcs_2004_followup.dta,2069,b7voc107,Whether year when HNC/HND qualification awarded is known - 02,dbl+lbl
34y,bcs_2004_followup.dta,2070,b7vy107,Year when HNC/HND qualification awarded - 02,dbl+lbl
34y,bcs_2004_followup.dta,2071,b7vl107,Place where HNC/HND qualification obtained - 02,dbl+lbl
34y,bcs_2004_followup.dta,2072,b7vf107,HNC/HND qualification done full-time or part-time - 02,dbl+lbl
34y,bcs_2004_followup.dta,2073,b7xva108,(Qual) HNC/HND qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,2074,b7hll3,Level of HNC/HND qualification obtained - 03,dbl+lbl
34y,bcs_2004_followup.dta,2075,b7voc108,Whether year when HNC/HND qualification awarded is known - 03,dbl+lbl
34y,bcs_2004_followup.dta,2076,b7vy108,Year when HNC/HND qualification awarded - 03,dbl+lbl
34y,bcs_2004_followup.dta,2077,b7vl108,Place where HNC/HND qualification obtained - 03,dbl+lbl
34y,bcs_2004_followup.dta,2078,b7vf108,HNC/HND qualification done full-time or part-time - 03,dbl+lbl
34y,bcs_2004_followup.dta,2079,b7vocapr,Number of recognised trade apprenticeship qualifications obtained,dbl+lbl
34y,bcs_2004_followup.dta,2080,b7xva121,(Qual) Trade apprenticeship qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,2081,b7voc121,Whether year when trade apprenticeship qualification awarded is known - 01,dbl+lbl
34y,bcs_2004_followup.dta,2082,b7vy121,Year when trade apprenticeship qualification awarded - 01,dbl+lbl
34y,bcs_2004_followup.dta,2083,b7vl121,Place where trade apprenticeship qualification obtained - 01,dbl+lbl
34y,bcs_2004_followup.dta,2084,b7vf121,Trade apprenticeship qualification done full-time or part-time - 01,dbl+lbl
34y,bcs_2004_followup.dta,2085,b7xva122,(Qual) Trade apprenticeship qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,2086,b7voc122,Whether year when trade apprenticeship qualification awarded is known - 02,dbl+lbl
34y,bcs_2004_followup.dta,2087,b7vy122,Year when trade apprenticeship qualification awarded - 02,dbl+lbl
34y,bcs_2004_followup.dta,2088,b7vl122,Place where trade apprenticeship qualification obtained - 02,dbl+lbl
34y,bcs_2004_followup.dta,2089,b7vf122,Trade apprenticeship qualification done full-time or part-time - 02,dbl+lbl
34y,bcs_2004_followup.dta,2090,b7xva123,(Qual) Trade apprenticeship qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,2091,b7voc123,Whether year when trade apprenticeship qualification awarded is known - 03,dbl+lbl
34y,bcs_2004_followup.dta,2092,b7vy123,Year when trade apprenticeship qualification awarded - 03,dbl+lbl
34y,bcs_2004_followup.dta,2093,b7vl123,Place where trade apprenticeship qualification obtained - 03,dbl+lbl
34y,bcs_2004_followup.dta,2094,b7vf123,Trade apprenticeship qualification done full-time or part-time - 03,dbl+lbl
34y,bcs_2004_followup.dta,2095,b7xva124,(Qual) Trade apprenticeship qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,2096,b7voc124,Whether year when trade apprenticeship qualification awarded is known - 04,dbl+lbl
34y,bcs_2004_followup.dta,2097,b7vy124,Year when trade apprenticeship qualification awarded - 04,dbl+lbl
34y,bcs_2004_followup.dta,2098,b7vl124,Place where trade apprenticeship qualification obtained - 04,dbl+lbl
34y,bcs_2004_followup.dta,2099,b7vf124,Trade apprenticeship qualification done full-time or part-time - 04,dbl+lbl
34y,bcs_2004_followup.dta,2100,b7vochgv,Number of HGV qualifications obtained,dbl+lbl
34y,bcs_2004_followup.dta,2101,b7voc136,Whether year when HGV awarded is known - 01,dbl+lbl
34y,bcs_2004_followup.dta,2102,b7vy136,Year when HGV awarded - 01,dbl+lbl
34y,bcs_2004_followup.dta,2103,b7vl136,Place where HGV obtained - 01,dbl+lbl
34y,bcs_2004_followup.dta,2104,b7vf136,HGV done full-time or part-time - 01,dbl+lbl
34y,bcs_2004_followup.dta,2105,b7voc137,Whether year when HGV awarded is known - 02,dbl+lbl
34y,bcs_2004_followup.dta,2106,b7vy137,Year when HGV awarded - 02,dbl+lbl
34y,bcs_2004_followup.dta,2107,b7vl137,Place where HGV obtained - 02,dbl+lbl
34y,bcs_2004_followup.dta,2108,b7vf137,HGV done full-time or part-time - 02,dbl+lbl
34y,bcs_2004_followup.dta,2109,b7voc138,Whether year when HGV awarded is known - 03,dbl+lbl
34y,bcs_2004_followup.dta,2110,b7vy138,Year when HGV awarded - 03,dbl+lbl
34y,bcs_2004_followup.dta,2111,b7vl138,Place where HGV obtained - 03,dbl+lbl
34y,bcs_2004_followup.dta,2112,b7vf138,HGV done full-time or part-time - 03,dbl+lbl
34y,bcs_2004_followup.dta,2113,b7vocoth,Number of other qualifications obtained,dbl+lbl
34y,bcs_2004_followup.dta,2114,bd7btec,(Derived) Gained at least one BTEC since last interview.,dbl+lbl
34y,bcs_2004_followup.dta,2115,bd7cag,(Derived) Gained at least one C&Gsince last interview.,dbl+lbl
34y,bcs_2004_followup.dta,2116,bd7rsa,(Derived) Gained at least one RSA since last interview.,dbl+lbl
34y,bcs_2004_followup.dta,2117,bd7pit,(Derived) Gained at least one Pitmans since last interview.,dbl+lbl
34y,bcs_2004_followup.dta,2118,bd7nvq,(Derived) Gained at least one NVQ since last interview.,dbl+lbl
34y,bcs_2004_followup.dta,2119,bd7gnvq,(Derived) Gained at least one GNVQ since last interview.,dbl+lbl
34y,bcs_2004_followup.dta,2120,bd7onc,(Derived) Gained at least one ONC since last interview.,dbl+lbl
34y,bcs_2004_followup.dta,2121,bd7hnc,(Derived) Gained at least one HNC since last interview.,dbl+lbl
34y,bcs_2004_followup.dta,2122,bd7rta,(Derived) Gained at least one trade apprenticeship since last interview.,dbl+lbl
34y,bcs_2004_followup.dta,2123,bd7hgv,(Derived) Gained at least one HGV license since last interview.,dbl+lbl
34y,bcs_2004_followup.dta,2124,bd7voth,(Derived) Gained at least one other vocational qualification since last intervie,dbl+lbl
34y,bcs_2004_followup.dta,2125,bd7voct,(Derived) Gained at least one vocational qualification since last interview.,dbl+lbl
34y,bcs_2004_followup.dta,2126,bd7codn,(Derived) Completed course questions,dbl+lbl
34y,bcs_2004_followup.dta,2127,b7crqual,Any current courses leading to a qualification,dbl+lbl
34y,bcs_2004_followup.dta,2128,b7crnum,Number of current courses leading to a qualification,dbl+lbl
34y,bcs_2004_followup.dta,2129,b7cftpt,Whether current course full-time or part time,dbl+lbl
34y,bcs_2004_followup.dta,2130,b7xcurqa,(Qual) Subject of current course,dbl+lbl
34y,bcs_2004_followup.dta,2131,b7xcurqb,(Qual) Subject of current course,dbl+lbl
34y,bcs_2004_followup.dta,2132,b7xcurqc,(Qual) Subject of current course,dbl+lbl
34y,bcs_2004_followup.dta,2133,b7ctype1,Educational qualification studied for - 01,dbl+lbl
34y,bcs_2004_followup.dta,2134,b7ctype2,Educational qualification studied for - 02,dbl+lbl
34y,bcs_2004_followup.dta,2135,b7ctype3,Educational qualification studied for - 03,dbl+lbl
34y,bcs_2004_followup.dta,2136,b7ctype6,Vocational qualification studied for - 01,dbl+lbl
34y,bcs_2004_followup.dta,2137,b7ctype7,Vocational qualification studied for - 02,dbl+lbl
34y,bcs_2004_followup.dta,2138,b7cqyr1,Whether year when started qualification is known,dbl+lbl
34y,bcs_2004_followup.dta,2139,b7cyear1,Year when started qualification,dbl+lbl
34y,bcs_2004_followup.dta,2140,b7cloc1,Place where qualification is done,dbl+lbl
34y,bcs_2004_followup.dta,2141,b7othgov,Whether has done any Government courses,dbl+lbl
34y,bcs_2004_followup.dta,2142,b7numgov,Number of Government courses,dbl+lbl
34y,bcs_2004_followup.dta,2143,b7govnow,Whether currently on a Government course,dbl+lbl
34y,bcs_2004_followup.dta,2144,b7actran,Whether has done any access courses,dbl+lbl
34y,bcs_2004_followup.dta,2145,b7numac,Number of access courses,dbl+lbl
34y,bcs_2004_followup.dta,2146,b7acnow,Whether currently on a access course,dbl+lbl
34y,bcs_2004_followup.dta,2147,b7wrktin,Whether has done any work-related training courses,dbl+lbl
34y,bcs_2004_followup.dta,2148,b7numwtr,Number of work-related training courses,dbl+lbl
34y,bcs_2004_followup.dta,2149,b7wrktow,Whether currently on a work-related training course,dbl+lbl
34y,bcs_2004_followup.dta,2150,b7leisrs,Whether has done any courses for interest or leisure,dbl+lbl
34y,bcs_2004_followup.dta,2151,b7numles,Number of courses for interest or leisure,dbl+lbl
34y,bcs_2004_followup.dta,2152,b7leisnw,Whether is currently on a course for interest or leisure,dbl+lbl
34y,bcs_2004_followup.dta,2153,bd7ASlevel,Courses Studying AS level,dbl+lbl
34y,bcs_2004_followup.dta,2154,bd7Degree,Courses Studying Degree,dbl+lbl
34y,bcs_2004_followup.dta,2155,bd7nurse,Courses Studying Nursing or para-medical,dbl+lbl
34y,bcs_2004_followup.dta,2156,bd7othteach,Studying other teaching qualification,dbl+lbl
34y,bcs_2004_followup.dta,2157,bd7cagstud,Courses Studying City and Guilds,dbl+lbl
34y,bcs_2004_followup.dta,2158,bd7rsastud,Couses Studying RSA,dbl+lbl
34y,bcs_2004_followup.dta,2159,bd7oncstud,Courses Studying ONC,dbl+lbl
34y,bcs_2004_followup.dta,2160,bd7hgvstud,Courses Studying HGV,dbl+lbl
34y,bcs_2004_followup.dta,2161,bd7cbdn,(Derived) Completed computer and basic skills questions,dbl+lbl
34y,bcs_2004_followup.dta,2162,b7pchome,Computer at home,dbl+lbl
34y,bcs_2004_followup.dta,2163,b7hpcuse,Frequency of computer use at home,dbl+lbl
34y,bcs_2004_followup.dta,2164,b7pcwork,Use of computer at work,dbl+lbl
34y,bcs_2004_followup.dta,2165,b7wpcuse,Frequency of computer use at work,dbl+lbl
34y,bcs_2004_followup.dta,2166,b7intacc,Whether accesses Internet for reasons other than work,dbl+lbl
34y,bcs_2004_followup.dta,2167,b7intqnt,Frequency of internet use,dbl+lbl
34y,bcs_2004_followup.dta,2168,b7pread1,Frequency of reading magazines or newspapers,dbl+lbl
34y,bcs_2004_followup.dta,2169,b7pread2,Frequency of reading books,dbl+lbl
34y,bcs_2004_followup.dta,2170,b7int3,Introduction to Basic Skills questions,dbl+lbl
34y,bcs_2004_followup.dta,2171,b7sighrb,Sight problem,dbl+lbl
34y,bcs_2004_followup.dta,2172,b7bread1,Difficulties with reading tasks - 01,dbl+lbl
34y,bcs_2004_followup.dta,2173,b7bread2,Difficulties with reading tasks - 02,dbl+lbl
34y,bcs_2004_followup.dta,2174,b7bread3,Difficulties with reading tasks - 03,dbl+lbl
34y,bcs_2004_followup.dta,2175,b7bwrit1,Difficulties with writing and spelling tasks - 01,dbl+lbl
34y,bcs_2004_followup.dta,2176,b7bwrit2,Difficulties with writing and spelling tasks - 02,dbl+lbl
34y,bcs_2004_followup.dta,2177,b7bwrit3,Difficulties with writing and spelling tasks - 03,dbl+lbl
34y,bcs_2004_followup.dta,2178,b7bwrit4,Difficulties with writing and spelling tasks - 04,dbl+lbl
34y,bcs_2004_followup.dta,2179,b7bmath1,Difficulties with maths and number skills - 01,dbl+lbl
34y,bcs_2004_followup.dta,2180,b7bmath2,Difficulties with maths and number skills - 02,dbl+lbl
34y,bcs_2004_followup.dta,2181,b7bmath3,Difficulties with maths and number skills - 03,dbl+lbl
34y,bcs_2004_followup.dta,2182,b7bmath4,Difficulties with maths and number skills - 04,dbl+lbl
34y,bcs_2004_followup.dta,2183,b7bmath5,Difficulties with maths and number skills - 05,dbl+lbl
34y,bcs_2004_followup.dta,2184,b7bmath6,Difficulties with maths and number skills - 06,dbl+lbl
34y,bcs_2004_followup.dta,2185,b7bcour1,Whether has been on a course to improve any skills - 01,dbl+lbl
34y,bcs_2004_followup.dta,2186,b7bcour2,Whether has been on a course to improve any skills - 02,dbl+lbl
34y,bcs_2004_followup.dta,2187,b7bcour3,Whether has been on a course to improve any skills - 03,dbl+lbl
34y,bcs_2004_followup.dta,2188,b7bimp1,Whether would like to improve any skills - 01,dbl+lbl
34y,bcs_2004_followup.dta,2189,b7bimp2,Whether would like to improve any skills - 02,dbl+lbl
34y,bcs_2004_followup.dta,2190,b7bimp3,Whether would like to improve any skills - 03,dbl+lbl
34y,bcs_2004_followup.dta,2191,bd7hpc01,(Derived) CM used home PC for Word Processing,dbl+lbl
34y,bcs_2004_followup.dta,2192,bd7hpc02,(Derived) CM used home PC for accessing the Internet,dbl+lbl
34y,bcs_2004_followup.dta,2193,bd7hpc03,(Derived) CM used home PC for Email,dbl+lbl
34y,bcs_2004_followup.dta,2194,bd7hpc04,(Derived) CM used home PC for Games,dbl+lbl
34y,bcs_2004_followup.dta,2195,bd7hpc05,(Derived) CM used home PC for Other uses,dbl+lbl
34y,bcs_2004_followup.dta,2196,bd7hpc06,(Derived) CM used home PC for Spreadsheets/Excel,dbl+lbl
34y,bcs_2004_followup.dta,2197,bd7hpc07,(Derived) CM used home PC for Data analysis,dbl+lbl
34y,bcs_2004_followup.dta,2198,bd7hpc08,(Derived) CM used home PC for Programming / IT / Web design / Software developme,dbl+lbl
34y,bcs_2004_followup.dta,2199,bd7hpc09,(Derived) CM used home PC for Accounts / Financial / Budgeting,dbl+lbl
34y,bcs_2004_followup.dta,2200,bd7hpc10,(Derived) CM used home PC for Presentations / Powerpoint,dbl+lbl
34y,bcs_2004_followup.dta,2201,bd7hpc11,(Derived) CM used home PC for Design / Desk Top Publishing,dbl+lbl
34y,bcs_2004_followup.dta,2202,bd7hpc12,(Derived) CM used home PC for Composiing / Listening to Music / Burning CDs,dbl+lbl
34y,bcs_2004_followup.dta,2203,bd7hpc13,(Derived) CM used home PC for Photography / Scanning,dbl+lbl
34y,bcs_2004_followup.dta,2204,bd7hpc14,(Derived) CM used home PC for Other specific use,dbl+lbl
34y,bcs_2004_followup.dta,2205,bd7hpc15,(Derived) CM used home PC for Databases,dbl+lbl
34y,bcs_2004_followup.dta,2206,bd7hpc16,(Derived) CM used home PC for (answer too vague to code),dbl+lbl
34y,bcs_2004_followup.dta,2207,bd7wpc01,(Derived) CM used work PC for Word Processing,dbl+lbl
34y,bcs_2004_followup.dta,2208,bd7wpc02,(Derived) CM used work PC for accessing the Internet,dbl+lbl
34y,bcs_2004_followup.dta,2209,bd7wpc03,(Derived) CM used work PC for Email,dbl+lbl
34y,bcs_2004_followup.dta,2210,bd7wpc04,(Derived) CM used work PC for Games,dbl+lbl
34y,bcs_2004_followup.dta,2211,bd7wpc05,(Derived) CM used work PC for Other uses,dbl+lbl
34y,bcs_2004_followup.dta,2212,bd7wpc06,(Derived) CM used work PC for Spreadsheets/Excel,dbl+lbl
34y,bcs_2004_followup.dta,2213,bd7wpc07,(Derived) CM used work PC for Data analysis,dbl+lbl
34y,bcs_2004_followup.dta,2214,bd7wpc08,(Derived) CM used work PC for Programming / IT / Web design / Software developme,dbl+lbl
